paper_id,title,year,relevance_seed,relevance_final,revised,relevance_justification,subdomains,formal_framework
P666,Reward Hacking in Rubric-Based Reinforcement Learning,2026,4,4,no,"Relevant: characterizes how verifier quality and rubric design drive reward hacking in verifiable-reward RL, and shows proxy gains fail to transfer across evaluators - a generalization failure in the reward signal. Full-text basis.",value alignment; interpretability; robustness; ethics; capabilities,other
P667,Corrigibility Transformation: Constructing Goals That Accept Updates,2025,3,4,yes,"Formal corrigibility definition and goal transformation - a core alignment safety property (goal updates, shutdown). Revised up from seed 3.",value alignment; robustness; ethics; capabilities,game theory; decision theory
P669,Inference-Time Reward Hacking in Large Language Models,2025,5,5,no,Directly relevant: formalizes reward hacking in inference-time alignment (BoN/SBoN) and provides a provably better approximation of the optimal policy; theoretical-empirical contribution to reward overoptimization.,value alignment; robustness; capabilities,information theory; other
P670,"Reward Hacking in the Era of Large Models: Mechanisms, Emergent Misalignment, Challenges",2026,5,5,no,"Directly relevant: comprehensive survey/formalization of reward hacking, a central alignment failure mechanism, with unifying hypothesis.",value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,decision theory; other
P671,Directional Alignment Mitigates Reward Hacking in Reinforcement Learning for Language Models,2026,4,4,no,"Relevant: offers a geometric (representational-trajectory) account of reward hacking and a mitigation, complementing the view that hacking is a drift in the direction of optimization rather than purely reward misspecification. Full-text basis.",value alignment; robustness; governance; capabilities,other
P672,Teaching Models to Verbalize Reward Hacking in Chain-of-Thought Reasoning,2025,4,4,no,RL intervention making reward hacking detectable through CoT verbalization; relevant to reward-hacking detection and monitoring.,value alignment; interpretability; robustness; mesa-optimization; ethics; capabilities,none
P673,Augmented Utilitarianism for AGI Safety,2019,5,5,no,"Addresses perverse instantiation — the failure where a proxy utility function, once optimized, diverges from true human ethical conceptions — which is central to the sigma-trap/proxy-misspecification narrative; but the proposal is conceptual and not implemented.",value alignment; robustness; ethics,none
P674,Reward Shaping to Mitigate Reward Hacking in RLHF,2025,5,5,no,Directly relevant: systematic analysis and design principles for reward shaping to mitigate reward hacking; proposes a preference-based reward with variance-reduction properties.,value alignment; robustness; ethics; capabilities,none
P675,AGI Safety Literature Review,2018,4,4,no,Relevant: survey/reference review of AGI safety problems including alignment; broad scope.,robustness; governance,none
P676,Benchmarking Reward Hack Detection in Code Environments via Contrastive Analysis,2026,4,4,no,"Relevant: benchmarks LLMs as reward-hack detectors in code RL and shows evaluation framing (contrastive vs isolated) materially changes detection rates, informing how to assess reward-hack detection capability. Full-text basis.",value alignment; interpretability; robustness,none
P677,From Curiosity to Caution: Mitigating Reward Hacking for Best-of-N with Pessimism,2026,5,5,no,BoN reward-hacking mitigation via pessimistic RL with lower confidence bounds; relevant to alignment robustness against reward-model over-optimization.,value alignment; robustness; capabilities,none
P678,"When RLHF Fails: A Mechanistic Taxonomy of Reward Hacking, Collapse, and Evaluator Gaming",2026,4,4,no,Directly relevant to measuring and anticipating reward-hacking failures: shows failures localize at row/prompt level and can be partially predicted before external quality degrades — relevant to monitoring the proxy-true gap and the internalization of misalignment.,value alignment; interpretability; robustness; governance; ethics; capabilities,other
P680,Distributional AGI Safety,2025,5,5,no,Relevant: proposes a new emergence hypothesis and distributional safety framework for aligning coordinated agent groups; position.,value alignment; robustness; governance; capabilities,other
P681,Modification-Considering Value Learning for Reward Hacking Mitigation in RL,2026,4,4,no,Relevant: a formal defense against reward hacking that avoids the suppressing-hacking-vs-permitting-improvement tension of reference-policy constraints; directly targets current-utility (non-optimization-lock) alignment. Full-text basis.,value alignment; robustness,other
P682,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,2025,4,4,no,Training method mitigating multi-step reward hacking without human detection ability; relevant to alignment robustness and reward-hacking prevention.,value alignment; governance,none
P683,MIRA: Towards Mitigating Reward Hacking in Inference-Time Alignment of T2I Diffusion Models,2025,4,4,no,"Relevant to reward hacking in inference-time alignment: shows that steering generation toward high scalar reward (e.g., aesthetic score) without an image-space constraint yields prompt-deviating (hacked) images — an instance of proxy-optimization failure with a concrete mitigation.",value alignment; robustness,information theory; other
P684,Mitigating Deceptive Alignment via Self-Monitoring,2025,3,4,yes,Directly relevant: intercepts deceptive alignment (appearing aligned while covertly pursuing misaligned goals) during internal reasoning rather than filtering outputs post-hoc; directly engages the internal-vs-surface distinction central to the sigma-trap.,value alignment; interpretability; robustness; mesa-optimization; governance; capabilities,other
P685,Robust Optimization for Mitigating Reward Hacking with Correlated Proxies,2026,5,5,no,Directly relevant: formal robust-optimization treatment of reward hacking under correlated proxies; theoretical formulation.,value alignment; interpretability; robustness,other
P686,"Extending MONA in Camera Dropbox: Reproduction, Learned Approval, and Design Implications for Reward-Hacking Mitigation",2026,4,4,no,Relevant: independent reproduction evidence for MONA's multi-step reward-hacking mitigation and a systematic test of how the approval signal's construction (dependence on achieved outcomes) affects safety guarantees - a key open question for approval-based alignment. Full-text basis.,value alignment; interpretability; robustness; mesa-optimization; governance; capabilities,game theory; other
