study_id,id,title,authors,year,doi,arxiv_id,relevance_score,page_count,annotation,ft_status,pdf_status,has_pdf,needs_download,dup_within_lib,dup_pdf_file,download_url
P355,P01_0901,Feeling Textiles through AI: An Exploration into Multimodal Language Models and Human Perception Alignment,"Zhong, S.; Gatti, E.; Cho, Y.; Obrist, M.",2024,10.1145/3678957.3685756,,3,,"RQ: Feeling Textiles through AI: An Exploration into Multimodal Language Models and Human Perception Alignment | Abstract: Human-artifcial intelligence (AI) alignment ensures that AI systems align with human goals and behaviors. This paper introduces perceptual alignment as a critical aspect of this alignment, focusing on the concurrence between human judgments",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1145/3678957.3685756
P356,P01_0902,Safe Reinforcement Learning for Arm Manipulation with Constrained Markov Decision Process,"Adjei, P.; Tasfi, N.; Gomez-Rosero, S.; Capretz, M.A.M.",2024,10.3390/robotics13040063,,4,,"RQ: Safe Reinforcement Learning for Arm Manipulation with Constrained Markov Decision Process | Abstract: In the world of human–robot coexistence, ensuring safe interactions is crucial. Traditional logic-based methods often lack the intuition required for robots, particularly in complex environments where these methods fail to account for all p",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.3390/robotics13040063
P357,P01_0905,Symbolic feedback for transparent fault anticipation in neuroergonomic brain-machine interfaces,"Mahrouk, A.",2025,10.3389/frobt.2025.1656642,,4,,"RQ: Symbolic feedback for transparent fault anticipation in neuroergonomic brain-machine interfaces | Abstract: Background: Brain-Machine Interfaces (BMIs) increasingly mediate human interaction with assistive systems, yet remain sensitive to internal cognitive divergence. Subtle shifts in user intention—due to fatigue, overload, or schema conflict—m",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.3389/frobt.2025.1656642
P358,P01_0907,Identical Human Preference Alignment Paradigm for Text-to-Image Models,"Sun, H.; Xia, B.; Zhao, Y.; Chang, Y.; Wang, X.",2025,10.1109/ICASSP49660.2025.10888645,,3,,"RQ: Identical Human Preference Alignment Paradigm for Text-to-Image Models | Abstract: Implicit reward mechanism of Direct Preference Optimization (DPO) has facilitated its recent applications beyond large language models (LLMs), notably in aligning text-to-image models with human preferences. While promising results have bee",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ICASSP49660.2025.10888645
P359,P01_0908,YinYang-Align: A new Benchmark for Competing Objectives and Introducing Multi-Objective Preference based Text-to-Image Alignment,"Das, A.; Narsupalli, Y.; Singh, G.; Jain, V.; Sharma, V.; Trivedy, S.; Chadha, A.; Sheth, A.",2025,10.18653/v1/2025.findings-acl.1208,,3,,"RQ: YinYang-Align: A new Benchmark for Competing Objectives and Introducing Multi-Objective Preference based Text-to-Image Alignment | Abstract: Precise alignment in Text-to-Image (T2I) systems is crucial for generating visuals that accurately reflect user intent while adhering to ethical and policy standards. Recent controversies, such as backlash against Google Gemini-generated im",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.18653/v1/2025.findings-acl.1208
P360,P01_0912,ValueCSV: Evaluating Core Socialist Values Understanding in Large Language Models,"Xu, Y.; Hu, L.; Qiu, Z.",2025,10.1007/978-981-97-9440-9_27,,3,,"RQ: ValueCSV: Evaluating Core Socialist Values Understanding in Large Language Models | Abstract: The rapid development of large language models (LLMs) has made it crucial to align their values with those of humans. However, current efforts mainly focus on Western values in English contexts, such as Schwartz’s values, yet neglect the di",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-981-97-9440-9_27
P361,P01_0916,Bridging the Integrity Gap: Towards AI-assisted Design Research,"Oksanen, J.",2024,10.1145/3613905.3647962,,3,,"RQ: Bridging the Integrity Gap: Towards AI-assisted Design Research | Abstract: Design research involves the human-centered analysis of substantial volumes of qualitative data, presenting a promising application for emerging generative AI technologies. While AI-assisted qualitative research remains an extensively explo",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1145/3613905.3647962
P362,P01_0917,A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain,"Hu, B.; Chan, D.; Sorensen, T.; Chen, X.; Ji, H.; Choi, Y.; Darrell, T.; Basharat, A.",2025,10.1109/CAI64502.2025.00203,,3,,"RQ: A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain | Abstract: Artificial intelligence (AI) is increasingly being used in low- and high-stakes decision-making. However, safe and responsible use of AI decision-making systems must also consider human values and characteristics.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/CAI64502.2025.00203
P363,P01_0918,Nudging Perceived Credibility: The Impact of AIGC Labeling on User Distinction of AI-Generated Content,"Li, F.; Yang, Y.; Yu, G.",2025,10.1177/27523543251317572,,3,,"RQ: Nudging Perceived Credibility: The Impact of AIGC Labeling on User Distinction of AI-Generated Content | Abstract: The rapid advancement of generative artificial intelligence (AI) has made AI-generated content (AIGC) increasingly prevalent. However, misinformation created by AI has also gained significant traction in online consumption, while individual",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1177/27523543251317572
P364,P01_0920,Aesthetic Value and the AI Alignment Problem,"Helliwell, A.C.",2024,10.1007/s13347-024-00816-x,,5,,"RQ: Aesthetic Value and the AI Alignment Problem | Abstract: The threat from possible future superintelligent AI has given rise to discussion of the so-called “value alignment problem”. This is the problem of how to ensure artificially intelligent systems align with human values, and thus (hopefully)",paywalled,retrieved-manual,yes,no,,no,https://doi.org/10.1007/s13347-024-00816-x
P365,P01_0923,Trust in Aligned AI Decision Makers,"McVay, J.; Visser, E.J.D.; Pippin, B.; Mani, A.; Hyde, J.N.; Kman, N.",2025,10.1109/CAI64502.2025.00202,,3,,"RQ: Trust in Aligned AI Decision Makers | Abstract: As artificial intelligence (AI) systems take on increasingly complex decision-making roles, aligning AI decision makers with human values becomes critical to fostering trust and enabling effective delegation. This study examines whether AI ",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/CAI64502.2025.00202
P366,P01_0924,Can AI Model the Complexities of Human Moral Decision-making? A Qualitative Study of Kidney Allocation Decisions,"Keswani, V.; Conitzer, V.; Sinnott-Armstrong, W.; Nguyen, B.K.; Heidari, H.; Schaich Borg, J.",2025,10.1145/3706598.3714167,,3,,RQ: Can AI Model the Complexities of Human Moral Decision-making? A Qualitative Study of Kidney Allocation Decisions | Abstract: A growing body of work in Ethical AI attempts to capture human moral judgments through simple computational models. The key question we address in this work is whether such simple AI models capture the critical nuances of moral decision-mak,retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1145/3706598.3714167
P367,P01_0926,Value-Aware Multiagent Systems,"Osman, N.",2025,10.1007/978-3-031-82039-7_3,,4,,"RQ: Value-Aware Multiagent Systems | Abstract: This paper introduces the concept of value awareness in AI, which goes beyond the traditional value-alignment problem. Our definition of value awareness presents us with a concise and simplified roadmap for engineering value-aware AI.",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.1007/978-3-031-82039-7_3
P368,P01_0927,"Leveraging Human Input to Enable Robust, Interactive, and Aligned AI Systems","Brown, D.S.",2025,10.1609/aaai.v39i27.35099,,3,,"RQ: Leveraging Human Input to Enable Robust, Interactive, and Aligned AI Systems | Abstract: Ensuring that AI systems do what we, as humans, actually want them to do, is one of the biggest open research challenges in AI alignment and safety. My research seeks to directly address this challenge by enabling AI systems to interact wit",retrieved-oa,retrieved-oa,yes,no,P1249,no,https://doi.org/10.1609/aaai.v39i27.35099
P369,P01_0928,Potential for near-term AI risks to evolve into existential threats in healthcare,"Subasri, V.; Baghbanzadeh, N.; Celi, L.A.; Seyyed-Kalantari, L.",2025,10.1136/BMJHCI-2024-101130,,3,,"RQ: Potential for near-term AI risks to evolve into existential threats in healthcare | Abstract: The recent emergence of foundation model-based chatbots, such as ChatGPT (OpenAI, San Francisco, CA, USA), has showcased remarkable language mastery and intuitive comprehension capabilities. Despite significant efforts to identify and addre",oa-link-failed,oa-link-failed,no,yes,,no,https://doi.org/10.1136/BMJHCI-2024-101130
P370,P01_0929,Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment,"Yamani, A.; Baslyman, M.; Ahmed, M.",2025,10.1109/AIware69974.2025.00022,,3,,"RQ: Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment | Abstract: Large Language Models (LLMs) are increasingly employed in software engineering tasks such as requirements elicitation, design, and evaluation, raising critical questions regarding their alignment with human judgments on responsible AI value",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/AIware69974.2025.00022
P371,P01_0931,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,"Bao, Z.; Ji, Y.; Wu, W.; Chen, X.; He, L.",2025,10.1109/ICASSP49660.2025.10890479,,4,,"RQ: Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction | Abstract: The increasing focus on value alignment in Large Language Models (LLMs) underscores the need to ensure alignment with human morals and avoid biased or harmful outputs. However, LLMs aligned using existing methods are still easily affected b",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/ICASSP49660.2025.10890479
P372,P01_0932,Designing AI Systems with Value Alignment Mechanisms,"Sribhashyam, A.S.; Gore, S.; Sharma, A.; Jadhav, B.; Suriya, M.; Kumar, G.R.",2025,10.1109/CINS67018.2025.11412115,,5,,"RQ: Designing AI Systems with Value Alignment Mechanisms | Abstract: The Rapid Development. In AI, there has been an increasing need for AI systems to be closer to human values and ethical concerns.",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/CINS67018.2025.11412115
P373,P01_0933,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,"Ghosal, S.S.; Chakraborty, S.; Singh, V.; Guan, T.; Wang, M.; Beirami, A.; Huang, F.; Velasquez, A.; Manocha, D.; Singh Bedi, A.",2025,10.1109/CVPR52734.2025.02331,,3,,"RQ: Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment | Abstract: With the widespread deployment of Multimodal Large Language Models (MLLMs) for visual-reasoning tasks, improving their safety has become crucial. Recent research indicates that despite training-time safety alignment, these models remain vul",paywalled,paywalled,no,yes,,no,https://doi.org/10.1109/CVPR52734.2025.02331
P374,P01_0936,Measuring Error Alignment for Decision-Making Systems,"Xu, B.; Bikakis, A.; Onah, D.F.O.; Vlachidis, A.; Dickens, L.",2025,10.1609/aaai.v39i26.34988,,3,,"RQ: Measuring Error Alignment for Decision-Making Systems | Abstract: Given that AI systems are set to play a pivotal role in future decision-making processes, their trustworthiness and reliability are of critical concern. Due to their scale and complexity, modern AI systems resist direct interpretation, and ",retrieved-oa,retrieved-oa,yes,no,P1267,no,https://doi.org/10.1609/aaai.v39i26.34988
P375,P01_0937,AI alignment is all your need for future drug discovery,"Li, C.",2025,10.3389/frai.2025.1668794,,5,,"RQ: AI alignment is all your need for future drug discovery | Abstract: In recent years, the integration of artificial intelligence (AI) with drug discovery has become a promising frontier in biomedical research. However, as artificial intelligence systems become increasingly complex, ensuring their alignment w",retrieved-oa,retrieved-oa,yes,no,,no,https://doi.org/10.3389/frai.2025.1668794
P376,P01_0938,TreeRL: LLM Reinforcement Learning with On-Policy Tree Search,"Hou, Z.; Hu, Z.; Li, Y.; Lu, R.; Tang, J.; Dong, Y.",2025,10.18653/v1/2025.acl-long.604,,4,,"RQ: TreeRL: LLM Reinforcement Learning with On-Policy Tree Search | Abstract: Reinforcement learning (RL) with tree search has demonstrated superior performance in traditional reasoning tasks. Compared to conventional independent chain sampling strategies with outcome supervision, tree search enables better explorati",retrieved-oa,retrieved-oa,yes,no,P1219,no,https://doi.org/10.18653/v1/2025.acl-long.604
